,Feature,Importance,R2_Training,R2_Test,RMSE_Training,RMSE_Test
0,人口密度_人每平方公里_市辖区,0.1118234,0.9858892580460018,0.6611332034075501,1.2187312381067668,6.403795815699093
1,居民家庭用水量_万吨_市辖区,0.07232929,0.9858892580460018,0.6611332034075501,1.2187312381067668,6.403795815699093
2,人均地区生产总值_元_市辖区,0.070783526,0.9858892580460018,0.6611332034075501,1.2187312381067668,6.403795815699093
3,规模以上外商投资企业_个_市辖区,0.1143953,0.9858892580460018,0.6611332034075501,1.2187312381067668,6.403795815699093
4,城市建设用地占市区面积比重_百分比_市辖区,0.09057059,0.9858892580460018,0.6611332034075501,1.2187312381067668,6.403795815699093
5,全年公共汽电车客运总量_万人次_市辖区,0.09744295,0.9858892580460018,0.6611332034075501,1.2187312381067668,6.403795815699093
6,年末实有城市道路面积_万平方米_市辖区,0.19359258,0.9858892580460018,0.6611332034075501,1.2187312381067668,6.403795815699093
7,第三产业占地区生产总值的比重_市辖区,0.06792509,0.9858892580460018,0.6611332034075501,1.2187312381067668,6.403795815699093
8,第三产业_卫生社会保障和社会福利业_人_市辖区,0.18113728,0.9858892580460018,0.6611332034075501,1.2187312381067668,6.403795815699093
